,video_id,comments
40,6DNk0nt9Ww0,"['Tego was spot on about Nketiah and yet again Poet caught panicking 🤣🤣', '😂 Where is Loonz seriously, who did he fall out with, ANSWERS Tego now', 'In hindsight Lippy was spot on, decent ball knowledge 🙏🏾', 'English optimism is unmatched. Southgate is the Solskjaer of international management 😭', ""Till this day I don't think Foden validates the hype he gets"", 'Henderson is bare average', ""Good to come back here and just laugh at the england biased. the only one that talked sense was lippy. if france respect england they'll win and they did :) allez les bleu"", ""No Morocco talk that's disappointing from the man dem. Especially being in grove"", 'Ofc mbappe knows sturridge lool', '😂😂😂']"
41,Ws23HQUW6vU,"['2:12:19 LMFAOOOOOOOOO 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'ffffuuuuuuuuuuuuuuu', '2:49:40', 'Pk heated his sunglasses with his jaundice and fried the egg', 'We’ve all got a friend like dazza. Lost', 'I like the “You don’t know ball challenge”, but the whole saying “Congratulations, you don’t know ball” in unison I wasn’t the biggest fan of.', 'Get hamza on cam', 'Low the watch alongs need a episode!!! And Wilson never played for forrest miles making up facts LOL', '2:19:20 out of sink moment 😂', 'The you don’t know ball challenge should be it’s own spin off 😂']"
42,ILx2hgBNgX0,"['Lv.lp9', '2:11:00 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'Yoooo how did tego click his fingers and tell skits to shutup 😳', 'Jordy naming Jordan as a country was peak Jordy humour', ""2:32:11 😂😂😂 I'm dead"", 'Leave margs at home man terrible performance', ""Miles MOTM for 'you drunk bald man' and 'leave it Andre' alone.  Good to see Stevo on... he brings an energy no one else does.  Jordy to Skits 'why are YOU on that?' 🤣🤣🤣"", ""Tegos obsession with Henderson, at first I used to think he was joking and that it was light banter but dude is 100% serious 😂 I genuinely think he'd give Henderson blows"", 'England have never beaten the USMNT at the World Cup. That’s a shame', 'Cancel PK']"
43,Cbs2Fd93hpo,"['1:50:23 HAD ME WEAK', '39:19 watching this after Morocco has beaten Spain', 'sensational', '💭 where he fuck is Loonz I’m concerned??', 'my uncle is the one wearing glasses, pls tell him im arrons daughter', 'PK only person capable of putting pressure on Tego 🤣🤣🤣', 'not for me', 'Can we talk about the sports washing of Qatar..everyone out there is loving it..whilst the mainstream press is talking shit..', ""I'm with Tego man I acc can’t wait for the prem to be back international ball is so shit ffs😭😭😭😭I even predicted this before the WC started I knew it’d be meedi boxing day can’t come quick enough now😅😅"", ""Whenever I see PK I already know it's going to be a trash one! Things have been really good without him, why is he back""]"
44,WW6sRTn26EI,"['1:55:35', 'I like wales but I feel like they’re all tired ballers who don’t care about club football', 'Specs knows about sardar azmoun', 'Im watching from wensbury fam ✅✅', 'Wiles in top form', ""Specs doesn't know ball at all, saying Saka doesn't have tek 😂"", 'Sound quality is shit guys', 'Why is Miles begging NW. Saka is from Ealing (greenford)', '3.5 hours filthy fellas episode, quick care pack rolled up, I’m good to go😎', 'Miles doo doo himself? Howler 😂😂😂']"
45,9p38qwZNm58,"['How did maignan not get picked', 'tego nearly won but jordy 1st po 2nd', 'Miles the kind of man to let a clip off in the club aiming forward and hit 6 man in the toilet block behind him somehow.', '24:40. 😂😂😂', '15:20 😂😂😂😂', 'Busquets and Pogba would’ve been a beautiful partnership', 'Tego acc thinks osihmen is better than Dortmund auba??', 'Kim min jae ALMOST went spurs because Son was telling the board to get him.', 'No NKUKU', 'Guys picked Lakaka n Dzeko but didn’t mention Vlahovic lol']"
46,B0IvaQz8kGA,"['He should have been arrested 😂😂miles you always take a L', 'Toney got 8months so he will have pure time to watch', '5 Months later…\n                      E. Martinez\n\nL.Ayling       Saliba      T.Silva     R.Henry \n\n             Bruno G    Rice    A.MacAllister\n\n         Salah              Kane           Rashford \n\nOr 4231 with Mac playing 10. This team will win against City.', '56:05 made me die 🤣🤣', 'It’s hard to say I’m sorry by Chicago', 'Miles is the most hated 😅', 'Specs left to right comment on 49 mins is elite levels', '4:33', 'Nah not knowing stand by me word for word is a crime against the black community', 'Tego is trash bro.']"
47,NMMJQju4OSQ,"['Forgetting lisandro martinez', 'zaha not a first round pick is a howler', 'Connor coady original ruff man', 'Ainsley will bang a man', 'No Ivan Toney just looks like a killer', 'How do you not pick big frank for manager?', 'Who did tego pick when he was talking about scottish?', 'No Diego Costa disappointing icl', 'Nunez will rock a few jaws', ""Why is tego playing off xhaka,\nI've seen him move to enough players he don't fuck about  😂""]"
48,biH_S3V9nfk,"['man said from my left to my right and started with margs ya kna 😭😭😭howler', 'I hear Tego voice too much for someone who doesnt support a team. Miles and Lippy talking facts this episode but the rest dont want to admit it. Man said Newcastle hard for big big Manchester Utd, specs that guy soon as gal give him green light he left the mandem', '30:32 SPECS FIND YOUR HEART PU$$Y!!!', 'Tego just lying about the Haaland transfer price is hilarious. ""Look it up"" how about you try and get your info from a real source.', 'Bro Darwin was 64m then 85m on add ons 😂', 'Best arsenal start ever, Best city start in 5 years, best spurs start ever - but it’s cuz everyone is shit that we’re top of course', '45:00😂😂😂😂😂', '10:00😂😂😂', '4:20 specs😂😂😂😂', 'reading from the book is not it loool']"
49,rWiL3t-dJfM,"['Luke shaw is so clear of chilwell.', ""Mr PK, when you guys do American accents it don't slap either. Thought you should know that too. Lol but don't stop I'm not hating , I kills me when yall do. It should just as corny as we do to y'all. Matter of fact we can tell Atlanta or south music is a influence on yall.. And Americans mix like three different UK accents in one sentence. But it's all vibes , because If we can't laugh at ourselves, we ain't ready to laugh with each other... Also, burry me in the Stretford End..."", 'Arsenal fans are unbearable', 'Miles absolutely rattled Tego😂😂', 'Hello from the USA; First time viewing your show! I love it. All the best to you all...', '01:03:15😂😂 dan', '53:30 tegoooo😂😂😂😂', '51:00😂😂😂', '3:05 😂😂😂', 'Great episode with good opinions']"
50,c-mvtPG0oII,"['Specs getting confused with 2D animation and 3d animation 😂', 'Beg you man revisit some of these ridiculous short term hottakes.', 'If you did it now,  Felipe would 100% be in', 'guehi over gabriel lock all these man up', 'Let’s do this list again Man U on top', 'Nah Marc Guehi stiiinnkkksss as top 10 he’s had 56 games and 15 clean sheets… some clubs almost have that many this season Jesus ffs', 'What you man saying about Gabriel now bruv?', 'BIG BATTY JORDY', 'Arsenal are playing better than anyone else. Why can’t we rate our players? 😭', 'This show need To go back to old skool formalities or completely refresh the ting ! \nthis was ball people talking ball with bants !! \nNow The actual football knowlege  is pits !!\nWhen lippy is right! And we’re even talking about Salba now or then, in a different light !! Knowledge is extremely lacking.  \n..Martinez not even in top 10 !! Who runs this clow nshow 😢😢😂🤷🏾\u200d♂️']"
51,jsmFXMc2XIw,"['Intros at the end 🤣🤣🤣', '19:24 ay shoutout city, you talking bout alex scott? semenyo is my guy', 'Tego making the classic mistake of assuming Tom Cruise is the titular character in The Last Samurai.', '10’s across the board👏🏽', 'Miles with a man of the match performance in a 5-a-side lineup', '1:02:48 PK in deep thought 😂😂', 'Not X Men it’s Star Wars 🤣', 'this was actually a very good episode still🙌🏽🙌🏽', 'Tego, the Todd Boehly apology is still pending.\n\nIm waiting...', 'We need a Filthy top ten films ranking vid ASAP']"
52,nh10KqQGKKY,"['also when it comes to UNITED Lippy starts to stutter ""Deh Deh Deh Deh .... worst transfers!!!""', 'NO  WAY, last two comments are by me :) as you can see theyt are 7 months apart.\n\nso im re watching this episod as Arsenal lost to Brighton, same team that Lippy / Poet and iles were alughing at united for loosing to :)\n\nalso Arsenal just bottled the league!!!!! cant wait for next episode!!!! it will be FIREEEEE\n\n\ni hope POET / MILEs and LIPPY got same energy!!!!! Margs and Jordy faces will be class!!!!!', 'Tego needs a my bad for supporting everton this year', 'I think Tego only comes to the table to add the one White Guy; cos his Football knowledge is Deeeeeeeeead! King of howlers', 'These casemiro takes 🤥🥴', 'Hmmm Casemiro....? Varane?', 'Casemiro is bad ? 😂😂😂😂 goodness gracious', 'Has anyone see T kick ball cause man talking like he’s messi but I think he toe pokes the ball', ""Looking back on the united take now is too funny. You need to do episodes going back to old episodes. It's just 2 words"", 'Lippy kills me']"
53,j0xWjQSqNXM,"['1:24:05', 'no Luke shaw', 'This aged…', '4 months later , Everyone would agree Rashford is one of if not the best right now', 'The fact Rashford didn’t make top 10 on this is horrific', 'Tego is shit, get him out man.', ""60kg ain't that crazy especially when your 90kg like Geordy"", 'Someone tell tego it’s ok to be wrong Jesus Christ', '42:45', ""The disrespect on Walkers name is craazzy! Doesn't Neymar list him as the most difficult 1on1 defender he has ever faced?""]"
54,8LfTF2_ZWpY,"['Filthy fellas this is to much hahaha.... I’m a white fan of yours myself yeah... I was born and raised in Slough... I now live in Portsmouth when I say bare man down here say “CORY” for their pipe its to funny.. when I see this I had to comment 🤣🤣🤣. When I first Hurd that name. My reaction was the same as yous lot 🤣😅.', ""Nunez is a mad man you got to love him. He's a mess. I love that kind of player"", 'Everyone needs to hold that Casemiro Howler yeah. Except Specs ecause hes just clickbait. Congradulations. you dont know ball', 'I want Casemiro apologise now', 'Casemiro 👀', 'Forward 3 months on and Nunez is worse 😂😂', 'Casemiro being in this list…howler 😵\u200d💫', 'Margs is a tyrant 😭😭😭', 'CASEMIRO WAS VOTED ONE OF THE WORST SIGNINGS ARE YOU GUYS OUT OF YOUR MIND, I\'M JUST TRYING TO GET CAUGHT UP IN ALL THE SHOWS THAT I MISSED, AND THIS WHOLE LIST IS DEAD JUST BECAUSE OF THIS THIS HAS TO BE ONE OF THE WORST ANSWERS I\'VE EVER SEEN, I COME TO YOU GUYS FOR COMEDY FOR KNOWLEDGE THE FACT THAT SPECS SAYS THAT HE CANNOT PLAY FOOTBALL IS WHAT YOU SAY IS A ""HOWLER"".. UNDERSTAND I REALLY THOUGHT YOU GUYS HAD FOOTY KNOWLEDGE. AND MIXED WITH A COMEDY IS EXCELLENT. BUT THIS IS EMBARRASSING . I REALLY DON\'T KNOW HOW YOU CAN COME BACK FROM THIS. I HAVE TO TURN IT OFF THIS SHOW I DON\'T WANT TO WATCH THIS EPISODE ANYMORE. CASEMIRO IS ONE OF THE WORST SIGNINGS? TERRIBLE TERRIBLE TERRIBLE MOMENT FOR YOU LOT', 'Talk about my striker nowww!! 😎']"
